epoch,split,loss,acc
1,train,2.9282230624994128,0.23641912512716176
1,val,1.7211837478778444,0.26207270754205103
2,train,1.6642345039995696,0.3148864021702272
2,val,1.6061128604948942,0.29300054259359737
3,train,1.4975460905024625,0.3923363852153272
3,val,1.3540451041525365,0.4346174715138361
4,train,1.4087045637701843,0.41478467277043063
4,val,1.3644951682212363,0.44329896907216493
5,train,1.345703708692986,0.4430654459138691
5,val,1.498036298167104,0.3933803581117743
6,train,1.2533775427010796,0.47066802305866395
6,val,1.2101354469634629,0.4991861096039067
7,train,1.2198716798003304,0.4935232282129535
7,val,1.2009818314600431,0.4888768312533912
8,train,1.1823410219481614,0.5085113597829772
8,val,1.1371523132158632,0.5122083559413999
9,train,1.1765773316244628,0.5099355713801289
9,val,1.1509765132380385,0.5149213239283776
10,train,1.1407110798274027,0.5251271617497457
10,val,1.247850872418574,0.5035268583830711
11,train,1.1130084730965195,0.5389623601220753
11,val,1.147454848059221,0.5393380358111775
12,train,1.1042303116534191,0.5413360461173279
12,val,1.1366641395970394,0.5035268583830711
13,train,1.0928990068658808,0.5477789081044422
13,val,1.1087963064921271,0.5246880086814976
14,train,1.0825737261941935,0.5494743981010513
14,val,1.0667226277029003,0.5550732501356483
15,train,1.0857959730659916,0.5514411664971177
15,val,1.0821188679869513,0.5572436245252306
16,train,1.0671469477080782,0.5582909460834181
16,val,1.0750930090669828,0.5529028757460662
17,train,1.0621678659494709,0.5633095964733809
17,val,1.0536356039559525,0.5599565925122083
18,train,1.0598549211700312,0.5614106476771787
18,val,1.0635208817066477,0.5691806836679327
19,train,1.0545955137221763,0.5633095964733809
19,val,1.0645751642650454,0.5632121540965817
20,train,1.057011100036405,0.5635808748728383
20,val,1.0929681236693476,0.5284861638632664
21,train,1.042112104251612,0.5715835876568328
21,val,1.052273231295225,0.5572436245252306
22,train,1.0375397310292531,0.5712444896575111
22,val,1.0804421833139752,0.5463917525773195
23,train,1.0370542532227816,0.5715157680569685
23,val,1.058438736268249,0.561584373304395
