epoch,split,loss,acc
1,train,1.7371507998764333,0.2368260427263479
2,train,1.3154659629474457,0.33102746693794505
3,train,1.2849103141534366,0.3365208545269583
4,train,1.156700825812494,0.4170905391658189
5,train,0.9170866183565204,0.4714140386571719
6,train,0.8633510827533105,0.48077314343845373
7,train,0.8598079142953712,0.4878942014242116
8,train,0.8243460323293963,0.5021363173957274
9,train,0.8180862192462444,0.4980671414038657
10,train,0.7973196358913566,0.5055951169888098
11,train,0.7970450030095944,0.5123092573753815
12,train,0.7949581024484256,0.5196337741607324
13,train,0.8095334545763196,0.5007121057985758
14,train,0.8054768174250031,0.5226856561546287
15,train,0.788362032908753,0.5401831129196337
16,train,0.8242105509354406,0.5241098677517803
17,train,0.7817287147833396,0.5487283825025432
18,train,0.7581486949357957,0.5709053916581892
19,train,0.7532825752168075,0.5896236012207527
20,train,0.7301141027759075,0.6054933875890133
21,train,0.7456982754254269,0.5914547304170905
22,train,0.7150403401252576,0.629501525940997
23,train,0.7068592155573933,0.6366225839267549
24,train,0.6856674529771233,0.6408952187182095
25,train,0.6785578976206231,0.6510681586978637
26,train,0.6710891719873415,0.654323499491353
27,train,0.6740815148106184,0.651881993896236
28,train,0.6620116086360276,0.6571719226856562
29,train,0.6633046518749769,0.6646998982706002
30,train,0.6594235706183821,0.6657171922685656
31,train,0.6642236159509948,0.6600203458799593
32,train,0.6554293611830637,0.6598168870803662
33,train,0.6517459245931095,0.6685656154628687
34,train,0.6481174664604094,0.6687690742624619
35,train,0.6463970027159093,0.6640895218718209
36,train,0.6447007008510834,0.6773143438453713
37,train,0.6434676436296193,0.6726347914547304
38,train,0.6349659996624517,0.6756866734486267
39,train,0.6336835007822769,0.6720244150559511
40,train,0.6321447495587117,0.6811800610376398
41,train,0.6321887542005715,0.6830111902339776
42,train,0.6308424167569996,0.6799593082400813
43,train,0.6277628619333735,0.68911495422177
44,train,0.6270379845875326,0.6828077314343846
45,train,0.6271124377861876,0.6876907426246185
46,train,0.6252065677366324,0.6880976602238047
47,train,0.6250408625554214,0.6925737538148525
48,train,0.6244994094388774,0.6834181078331638
49,train,0.6236951311388917,0.6897253306205493
50,train,0.6231746361917785,0.688911495422177
