epoch,split,loss,acc
1,train,2.0629941578313997,0.3195320447609359
2,train,1.2582714311952872,0.4342828077314344
3,train,1.051802508586057,0.5173448626653103
4,train,0.9516515687790189,0.5582400813835199
5,train,0.8880667621218661,0.5912512716174975
6,train,0.8527261271602867,0.6018311291963377
7,train,0.8110329528548589,0.6240081383519838
8,train,0.792766661064307,0.6286876907426246
9,train,0.7722283775784599,0.6374872838250254
10,train,0.7719538452060152,0.6363173957273652
11,train,0.7495104667007741,0.6457273652085452
12,train,0.7296378407570498,0.6503051881993896
13,train,0.7223050543396058,0.6557985757884028
14,train,0.6921674235427367,0.6717192268565615
15,train,0.6931949867054987,0.6686164801627671
16,train,0.6890036999815478,0.6717700915564598
17,train,0.6884600276985828,0.6731943031536114
18,train,0.6740927247404446,0.6798067141403866
19,train,0.6923562199271465,0.6683621566632757
20,train,0.6717083561578093,0.6784842319430315
21,train,0.6600980223134721,0.6855035605289929
22,train,0.6581556680001175,0.6864191251271617
23,train,0.6580504412689868,0.6851983723296032
24,train,0.6483376574783092,0.6948118006103764
25,train,0.6467350992520974,0.6918616480162767
26,train,0.6462596122391469,0.6899796541200407
27,train,0.6403124524763618,0.6968463886063072
28,train,0.6427769621779208,0.692675483214649
29,train,0.6438020238192375,0.6934893184130214
30,train,0.6433401514288125,0.6949643947100712
31,train,0.643165291519883,0.6928789420142422
32,train,0.6409537577313785,0.6965412004069176
33,train,0.6433913851924248,0.694354018311292
34,train,0.6421270539656296,0.696795523906409
35,train,0.6365151716758131,0.7006612410986776
36,train,0.6384761303269123,0.6978636826042727
37,train,0.6332388063898406,0.7021363173957273
38,train,0.6322839089473169,0.7033062054933876
39,train,0.6317005739328456,0.7029501525940997
40,train,0.6306317027806023,0.7060528992878942
