epoch,split,loss,acc
1,train,3.6441425328337163,0.27304170905391656
1,val,1.631453610398482,0.3542345276872964
2,train,1.4981374854837768,0.3868769074262462
2,val,1.3968358769867242,0.43078175895765475
3,train,1.2376644622758106,0.47375381485249235
3,val,1.4418459513288366,0.3982084690553746
4,train,1.0825907110804096,0.5301119023397762
4,val,1.0757604631616549,0.5529315960912052
5,train,0.9408796404894831,0.5797558494404883
5,val,0.8642784951175851,0.6457654723127035
6,train,0.8553028836255157,0.6346897253306205
6,val,0.76529652753948,0.6815960912052117
7,train,0.7869021392305167,0.6564598168870803
7,val,0.8103275396148234,0.6636807817589576
8,train,0.7499845456858739,0.6664292980671414
8,val,0.6105650360498832,0.749185667752443
9,train,0.6925340139732478,0.6909460834181078
9,val,0.6590355040584402,0.7117263843648208
10,train,0.667339820063854,0.7056968463886063
10,val,0.6710546750587438,0.7263843648208469
11,train,0.6291681872985856,0.7233977619532045
11,val,0.7108007595671116,0.7092833876221498
12,train,0.6236174837255042,0.7242115971515768
12,val,0.6537117787215143,0.7076547231270358
13,train,0.5947768560139839,0.7360122075279756
13,val,0.7225556513385586,0.6938110749185668
