epoch,split,loss,acc
1,train,0.6918908450047466,0.5204517704517705
2,train,0.5836709110800891,0.6736874236874237
3,train,0.4686872483900906,0.7649572649572649
4,train,0.4165080743540483,0.7863247863247863
5,train,0.39454911494575284,0.8043345543345544
6,train,0.37556888019354495,0.8131868131868132
7,train,0.3607652054892646,0.8202075702075702
8,train,0.36068972661381676,0.8244810744810744
9,train,0.33619576798108325,0.836996336996337
10,train,0.32020772376776613,0.8434065934065934
11,train,0.29921133494202473,0.8675213675213675
12,train,0.28069076520619374,0.8745421245421245
13,train,0.26378442085051274,0.8849206349206349
14,train,0.2501261454707828,0.891941391941392
15,train,0.2387992375790709,0.9010989010989011
16,train,0.225233317786084,0.9072039072039072
17,train,0.21150062081286905,0.9099511599511599
18,train,0.19127745768089435,0.9230769230769231
19,train,0.17431193928578834,0.923992673992674
20,train,0.15521951338164827,0.9371184371184371
