epoch,split,snr,loss,acc,correct,total
1,val,30,1.6776261886852415,0.4152823920265781,2000,4816
1,val,-20,3.389948336991221,0.04251012145748988,210,4940
1,val,10,1.7116772295392912,0.416359918200409,2036,4890
1,val,-10,3.3871525613615265,0.03875811688311688,191,4928
1,val,20,1.6596021055024563,0.42714895346474296,2102,4921
1,val,0,2.902827336250829,0.11068855084067254,553,4996
2,val,30,1.499939192564109,0.42504152823920266,2047,4816
2,val,-20,3.3607989806636627,0.04595141700404858,227,4940
2,val,10,1.5538561875829549,0.403680981595092,1974,4890
2,val,-10,3.353495037328307,0.045454545454545456,224,4928
2,val,20,1.4934514588644456,0.4291810607600081,2112,4921
2,val,0,2.653979660834285,0.14791833466773419,739,4996
3,val,30,1.384228318658948,0.4850498338870432,2336,4816
3,val,-20,3.3356091013080196,0.040283400809716596,199,4940
3,val,10,1.445745652090022,0.47627811860940694,2329,4890
3,val,-10,3.326056873353271,0.04200487012987013,207,4928
3,val,20,1.379293635118492,0.4923795976427555,2423,4921
3,val,0,2.601800002354541,0.17153722978382707,857,4996
4,val,30,1.3818292936308327,0.47051495016611294,2266,4816
4,val,-20,3.4605781134685523,0.038866396761133605,192,4940
4,val,10,1.46461639632176,0.4591002044989775,2245,4890
4,val,-10,3.4505801510501217,0.04301948051948052,212,4928
4,val,20,1.3774032796064344,0.47083926031294454,2317,4921
4,val,0,2.8043803874734308,0.14511609287429944,725,4996
5,val,30,1.3138097928219599,0.5097591362126246,2455,4816
5,val,-20,3.3489968237847934,0.03724696356275304,184,4940
5,val,10,1.3654115280270789,0.49570552147239266,2424,4890
5,val,-10,3.33261500436861,0.041396103896103896,204,4928
5,val,20,1.3128932851993083,0.508230034545824,2501,4921
5,val,0,2.5784486157713746,0.18154523618895116,907,4996
6,val,30,1.2513012233413072,0.5257475083056479,2532,4816
6,val,-20,3.3392703203778518,0.04433198380566802,219,4940
6,val,10,1.3242197230628414,0.5016359918200409,2453,4890
6,val,-10,3.3263527617197144,0.04748376623376623,234,4928
6,val,20,1.2478916050802982,0.5252997358260516,2585,4921
6,val,0,2.564346634173651,0.16593274619695755,829,4996
7,val,30,1.2745114013453314,0.5060215946843853,2437,4816
7,val,-20,3.413668808111778,0.04089068825910931,202,4940
7,val,10,1.332575424073419,0.5049079754601227,2469,4890
7,val,-10,3.3822965863124503,0.044845779220779224,221,4928
7,val,20,1.2757324617063488,0.5080268238162975,2500,4921
7,val,0,2.4900584805598727,0.19515612489991993,975,4996
8,val,30,1.2588813607302387,0.520764119601329,2508,4816
8,val,-20,3.3557809818611455,0.03562753036437247,176,4940
8,val,10,1.3088507269961152,0.507361963190184,2481,4890
8,val,-10,3.331379373231298,0.041193181818181816,203,4928
8,val,20,1.2514641179829202,0.5269254216622637,2593,4921
8,val,0,2.485498289175755,0.20056044835868694,1002,4996
9,val,30,1.2016839231373766,0.5290697674418605,2548,4816
9,val,-20,3.358609497136915,0.043927125506072875,217,4940
9,val,10,1.2620727970237506,0.5096114519427403,2492,4890
9,val,-10,3.346749257973649,0.048092532467532464,237,4928
9,val,20,1.200166746240382,0.534444218654745,2630,4921
9,val,0,2.470660201730945,0.188951160928743,944,4996
10,val,30,1.1871311024241709,0.5475498338870431,2637,4816
10,val,-20,3.357212493245901,0.03866396761133603,191,4940
10,val,10,1.2397131165441153,0.5396728016359919,2639,4890
10,val,-10,3.3302768524978066,0.04383116883116883,216,4928
10,val,20,1.188688278271365,0.5521235521235521,2717,4921
10,val,0,2.447514416520194,0.20156124899919936,1007,4996
11,val,30,1.1821148916015831,0.5535714285714286,2666,4816
11,val,-20,3.354422763967321,0.037044534412955465,183,4940
11,val,10,1.2307852578237717,0.540081799591002,2641,4890
11,val,-10,3.330142567538983,0.04626623376623377,228,4928
11,val,20,1.185126762194482,0.5480593375330217,2697,4921
11,val,0,2.4239312184182666,0.21176941553242595,1058,4996
12,val,30,1.1848639509848264,0.5325996677740864,2565,4816
12,val,-20,3.357284793873065,0.03785425101214575,187,4940
12,val,10,1.2301130637774238,0.5304703476482617,2594,4890
12,val,-10,3.336759636081852,0.04626623376623377,228,4928
12,val,20,1.1865278324462079,0.5364763259500102,2640,4921
12,val,0,2.433714389622068,0.21797437950360288,1089,4996
13,val,30,1.148579842512325,0.5585548172757475,2690,4816
13,val,-20,3.332516604372364,0.03603238866396761,178,4940
13,val,10,1.2111792858920258,0.5331288343558283,2607,4890
