epoch,split,loss,acc
1,train,2.8881991280459194,0.18795485082376479
1,val,2.4603170202358147,0.24048014648536842
2,train,2.3656954047847947,0.2553140987330934
2,val,2.3247428452437853,0.2483130446576922
3,train,2.28621398281057,0.27340852544621475
3,val,2.2512276247095744,0.2831711369570377
4,train,2.2496315485590475,0.2826782633758461
4,val,2.329709581083629,0.26981112881896174
5,train,2.220905188181161,0.289082732516986
5,val,2.2147101940739566,0.294157539588349
6,train,2.197016148250917,0.2949107570497904
6,val,2.1817609922741426,0.3001593706554542
7,train,2.178139753580044,0.3000224643854719
7,val,2.2008081734764553,0.2985317554508155
8,train,2.1655919599597957,0.30413387078315934
8,val,2.171294715873328,0.3039232308161812
9,train,2.130219053914697,0.3148489587969262
9,val,2.1461664964100873,0.30748363907632836
10,train,2.1228090127763912,0.31575177277909877
10,val,2.1312594218922025,0.3189786714590892
11,train,2.117941834754417,0.3187230056500049
11,val,2.123880695825368,0.32121664236546743
12,train,2.11262299344813,0.3197402608411853
12,val,2.127694441065905,0.3154521718490387
13,train,2.1078308859554955,0.3210838854062027
13,val,2.1077622441478105,0.32216608456817336
14,train,2.102751581640831,0.3239449156313976
14,val,2.112571212873588,0.3179275033060934
15,train,2.0994307179710883,0.3244832131700639
15,val,2.106654538380999,0.32484486792580786
16,train,2.095970005155349,0.32654739349550077
16,val,2.1096356504992055,0.3244379641246482
17,train,2.0789649330603432,0.33143445697646323
17,val,2.102126688693823,0.33091451629310636
18,train,2.0765965605630563,0.33189222181249445
18,val,2.087476856011404,0.3274558339832491
19,train,2.0743441696186276,0.3340708433469391
19,val,2.0835436181697746,0.3311857854938795
20,train,2.072597259055919,0.3339309707581518
20,val,2.084248356293502,0.32925299243837103
21,train,2.0707447843727187,0.33433787283462396
21,val,2.0914946538596553,0.33098233359329965
22,train,2.0704737407775164,0.33414713748627767
22,val,2.089604382694267,0.32847309348614834
23,train,2.068245467439376,0.3357535529756834
23,val,2.083448879255784,0.32959207893933745
24,train,2.066342569617663,0.336033298153258
24,val,2.080877737856514,0.3300668000406904
