epoch,split,snr,loss,acc,correct,total
1,val,20,1.6129925402940488,0.32679738562091504,100,306
1,val,10,1.6255721767482005,0.3125,95,304
1,val,-20,1.8023636873413182,0.15723270440251572,50,318
1,val,30,1.6054171685527705,0.3584905660377358,114,318
1,val,-10,1.798202068655641,0.18181818181818182,52,286
1,val,0,1.7525929388892612,0.2315112540192926,72,311
2,val,20,1.5505531241301618,0.35947712418300654,110,306
2,val,10,1.5644929809005637,0.34868421052631576,106,304
2,val,-20,1.8079180282616765,0.1792452830188679,57,318
2,val,30,1.5392275585693382,0.39937106918238996,127,318
2,val,-10,1.8043833437499466,0.15734265734265734,45,286
2,val,0,1.7329768755044967,0.2379421221864952,74,311
3,val,20,1.5161525632431305,0.37254901960784315,114,306
3,val,10,1.5186882579797192,0.3815789473684211,116,304
3,val,-20,1.813447894540223,0.17295597484276728,55,318
3,val,30,1.4944911411723252,0.4088050314465409,130,318
3,val,-10,1.8088259150931885,0.15384615384615385,44,286
3,val,0,1.72041053825636,0.21864951768488747,68,311
4,val,20,1.4792194504753438,0.3758169934640523,115,306
4,val,10,1.4877137851558233,0.40460526315789475,123,304
4,val,-20,1.8164793781514437,0.17295597484276728,55,318
4,val,30,1.4588340516172864,0.4119496855345912,131,318
4,val,-10,1.812014108354395,0.13986013986013987,40,286
4,val,0,1.7112879247144104,0.2604501607717042,81,311
5,val,20,1.454896253503226,0.3758169934640523,115,306
5,val,10,1.4576027756066698,0.40460526315789475,123,304
5,val,-20,1.8209082795389044,0.16981132075471697,54,318
5,val,30,1.4294660265715617,0.4276729559748428,136,318
5,val,-10,1.8163642508166653,0.1258741258741259,36,286
5,val,0,1.703782846689991,0.2604501607717042,81,311
6,val,20,1.4422488654750625,0.38562091503267976,118,306
6,val,10,1.4439724317114604,0.4309210526315789,131,304
6,val,-20,1.8234464057586477,0.16981132075471697,54,318
6,val,30,1.4154227706808713,0.4339622641509434,138,318
6,val,-10,1.8186369721706097,0.12937062937062938,37,286
6,val,0,1.7010753507399483,0.2540192926045016,79,311
7,val,20,1.4299628204769559,0.3888888888888889,119,306
7,val,10,1.4315743783586903,0.4342105263157895,132,304
7,val,-20,1.8255801789415707,0.16037735849056603,51,318
7,val,30,1.4029848207748912,0.44654088050314467,142,318
7,val,-10,1.8208935810969427,0.13636363636363635,39,286
7,val,0,1.6985135028599927,0.2508038585209003,78,311
8,val,20,1.4189667407593696,0.3888888888888889,119,306
8,val,10,1.4213504865765572,0.4342105263157895,132,304
8,val,-20,1.8270701833491056,0.16037735849056603,51,318
8,val,30,1.3915761229377124,0.4559748427672956,145,318
8,val,-10,1.8224207663035894,0.14335664335664336,41,286
8,val,0,1.6957669488103444,0.2572347266881029,80,311
9,val,20,1.4104491918305166,0.39215686274509803,120,306
9,val,10,1.4100274660281444,0.4440789473684211,135,304
9,val,-20,1.8287842944733002,0.16352201257861634,52,318
