epoch,split,loss,acc
1,train,1.1735242268978021,0.4160561660561661
2,train,0.7627653283077281,0.547924297924298
3,train,0.49073239331280355,0.7194749694749695
4,train,0.393379886472036,0.7533577533577533
5,train,0.4017247508151482,0.7786935286935287
6,train,0.36339136499624985,0.8122710622710623
7,train,0.31508520245552063,0.8528693528693528
8,train,0.2722690287927423,0.8751526251526252
9,train,0.24538355891994212,0.8876678876678876
10,train,0.23317749636368293,0.8898046398046398
11,train,0.23851406665220948,0.8907203907203908
12,train,0.21329453518393568,0.9050671550671551
13,train,0.20670348746072095,0.9068986568986569
14,train,0.2017740049605259,0.9093406593406593
15,train,0.1952258735640436,0.9102564102564102
16,train,0.18859561157022786,0.9169719169719169
17,train,0.18505483549156468,0.9181929181929182
18,train,0.18119042142043038,0.9184981684981685
19,train,0.17730430006908118,0.9197191697191697
20,train,0.1758583983877203,0.9212454212454212
