epoch,split,snr,loss,acc,correct,total
1,val,20,1.3264617125193279,0.43790849673202614,134,306
1,val,10,1.3615196723196852,0.4407894736842105,134,304
1,val,-20,1.927776425889453,0.1949685534591195,62,318
1,val,30,1.3585020112658635,0.44025157232704404,140,318
1,val,-10,1.9833861410201012,0.15034965034965034,43,286
1,val,0,1.9417770150390086,0.17684887459807075,55,311
2,val,20,1.4986299453120606,0.39869281045751637,122,306
2,val,10,1.3315639459086877,0.4901315789473684,149,304
2,val,-20,1.8707392736800812,0.17295597484276728,55,318
2,val,30,1.3796589705249611,0.4591194968553459,146,318
2,val,-10,1.9218845292404816,0.15384615384615385,44,286
2,val,0,1.8953182750959487,0.17041800643086816,53,311
3,val,20,1.326594224065737,0.41830065359477125,128,306
3,val,10,1.3166407144285346,0.4506578947368421,137,304
3,val,-20,1.813516691795685,0.17295597484276728,55,318
3,val,30,1.313724328605634,0.4088050314465409,130,318
3,val,-10,1.8474032741326551,0.15384615384615385,44,286
3,val,0,1.8159824527344903,0.1864951768488746,58,311
4,val,20,1.3174382950745376,0.41830065359477125,128,306
4,val,10,1.227441652163275,0.4769736842105263,145,304
4,val,-20,1.911986917069873,0.17295597484276728,55,318
4,val,30,1.25369906499279,0.4559748427672956,145,318
4,val,-10,1.9828875540019748,0.15384615384615385,44,286
4,val,0,1.9470790503876003,0.18006430868167203,56,311
5,val,20,1.145195424154985,0.45751633986928103,140,306
5,val,10,1.0837586631042588,0.47368421052631576,144,304
5,val,-20,1.8839110465919446,0.1949685534591195,62,318
5,val,30,1.0977728617898885,0.49056603773584906,156,318
5,val,-10,1.9566748867501746,0.15034965034965034,43,286
5,val,0,1.9042279139592333,0.17684887459807075,55,311
6,val,20,1.0836303691604947,0.4673202614379085,143,306
6,val,10,1.0802399150439,0.45723684210526316,139,304
6,val,-20,1.9115054899791502,0.1949685534591195,62,318
6,val,30,1.08422261754742,0.449685534591195,143,318
6,val,-10,1.9750524567557382,0.15034965034965034,43,286
6,val,0,1.9224165754686215,0.17684887459807075,55,311
7,val,20,1.0545930299098343,0.4411764705882353,135,306
7,val,10,1.0329466642701606,0.4868421052631579,148,304
7,val,-20,1.9814472089773454,0.17295597484276728,55,318
7,val,30,1.0308702661064248,0.48742138364779874,155,318
7,val,-10,2.042940023895744,0.15384615384615385,44,286
7,val,0,1.9981009971673849,0.17041800643086816,53,311
8,val,20,1.1185994605272034,0.46078431372549017,141,306
8,val,10,1.0855352404086214,0.4605263157894737,140,304
8,val,-20,1.8488021354255437,0.1949685534591195,62,318
8,val,30,1.0783218411910318,0.4779874213836478,152,318
8,val,-10,1.889349818646491,0.15034965034965034,43,286
8,val,0,1.8552392818920098,0.17363344051446947,54,311
9,val,20,1.1825710888221568,0.3954248366013072,121,306
9,val,10,1.1344209483604093,0.4868421052631579,148,304
9,val,-20,1.8444627995760936,0.17295597484276728,55,318
9,val,30,1.1319877759922508,0.46226415094339623,147,318
9,val,-10,1.8948804982058651,0.15384615384615385,44,286
9,val,0,1.8494664077973442,0.17041800643086816,53,311
10,val,20,1.2989482178164073,0.31699346405228757,97,306
10,val,10,1.1914817201904953,0.3848684210526316,117,304
10,val,-20,1.8870166468920198,0.13522012578616352,43,318
10,val,30,1.202230011722155,0.3742138364779874,119,318
10,val,-10,1.879214421018854,0.16083916083916083,46,286
10,val,0,1.8770108608187586,0.1607717041800643,50,311
5,test,0,1.8599162404591212,0.18446601941747573,57,309
5,test,10,1.1157088135324773,0.48253968253968255,152,315
5,test,-20,1.9149260919602191,0.1901639344262295,58,305
5,test,-10,1.8673095085791178,0.2261904761904762,76,336
5,test,20,1.0813674986435984,0.48026315789473684,146,304
5,test,30,1.0907674213972958,0.48727272727272725,134,275
