epoch,split,loss,acc
1,train,0.6613262197473547,0.5836385836385837
2,train,0.478009380518444,0.7704517704517705
3,train,0.4031187416360201,0.8000610500610501
4,train,0.38610804257448195,0.811050061050061
5,train,0.37216453201459293,0.8263125763125763
6,train,0.34071743256333986,0.8397435897435898
7,train,0.2971381919688212,0.8614163614163615
8,train,0.2661093991063308,0.8788156288156288
9,train,0.2389690410087092,0.8983516483516484
10,train,0.20908668106455944,0.9145299145299145
