epoch,split,snr,loss,acc,correct,total
1,val,20,1.5035087322097977,0.30392156862745096,93,306
1,val,10,1.5025525246746838,0.2993421052631579,91,304
1,val,-20,1.8427899678548176,0.17295597484276728,55,318
1,val,30,1.4998363109551511,0.29874213836477986,95,318
1,val,-10,1.83339377008118,0.16433566433566432,47,286
1,val,0,1.6855127740519606,0.2990353697749196,93,311
2,val,20,1.0786767876250487,0.5294117647058824,162,306
2,val,10,1.038440059698922,0.5427631578947368,165,304
2,val,-20,2.1423697424759656,0.18867924528301888,60,318
2,val,30,1.106473137565988,0.5125786163522013,163,318
2,val,-10,2.1590413515801194,0.14685314685314685,42,286
2,val,0,1.772738685274431,0.28938906752411575,90,311
3,val,20,0.84052296245495,0.5490196078431373,168,306
3,val,10,0.8596716122701764,0.5131578947368421,156,304
3,val,-20,2.807356177354759,0.1761006289308176,56,318
3,val,30,0.8854543995785779,0.5188679245283019,165,318
3,val,-10,2.9028204683657295,0.15384615384615385,44,286
3,val,0,2.147356888680596,0.18971061093247588,59,311
4,val,20,0.7213540368685286,0.6601307189542484,202,306
4,val,10,0.6561214852515963,0.7467105263157895,227,304
4,val,-20,2.2319951166146956,0.1918238993710692,61,318
4,val,30,0.6623819170720324,0.6886792452830188,219,318
4,val,-10,2.3501095004848667,0.14335664335664336,41,286
4,val,0,1.6370250387207106,0.29260450160771706,91,311
5,val,20,0.8002989821775521,0.6568627450980392,201,306
5,val,10,0.6067031543155424,0.7532894736842105,229,304
5,val,-20,2.335446534854061,0.18553459119496854,59,318
5,val,30,0.6853830035367348,0.7327044025157232,233,318
5,val,-10,2.418355291227361,0.15384615384615385,44,286
5,val,0,1.680960106792174,0.3440514469453376,107,311
6,val,20,0.6152626027550367,0.7058823529411765,216,306
6,val,10,0.6238835285795702,0.7401315789473685,225,304
6,val,-20,2.472467172445741,0.1949685534591195,62,318
6,val,30,0.5733714625706132,0.7169811320754716,228,318
6,val,-10,2.554170882993645,0.14685314685314685,42,286
6,val,0,1.7249148201520803,0.3311897106109325,103,311
7,val,20,0.6878456594752969,0.6405228758169934,196,306
7,val,10,0.5273106803272783,0.7401315789473685,225,304
7,val,-20,2.1044533971533084,0.1792452830188679,57,318
7,val,30,0.5745745623713424,0.6949685534591195,221,318
7,val,-10,2.1901685934175146,0.15384615384615385,44,286
7,val,0,1.5504744512858497,0.3183279742765273,99,311
8,val,20,0.6793272637237321,0.6470588235294118,198,306
8,val,10,0.545486207345388,0.7269736842105263,221,304
8,val,-20,2.291478192656295,0.13522012578616352,43,318
8,val,30,0.5695776767243161,0.720125786163522,229,318
8,val,-10,2.326154096247433,0.16783216783216784,48,286
8,val,0,1.579013862458456,0.3504823151125402,109,311
9,val,20,0.5977866215297243,0.7189542483660131,220,306
9,val,10,0.42382436296056286,0.8519736842105263,259,304
9,val,-20,2.1479794311823337,0.1949685534591195,62,318
9,val,30,0.4935554744428739,0.7861635220125787,250,318
