epoch,split,loss,acc
1,train,1.0615114434045925,0.4170608881428353
2,train,0.7418673533020211,0.5478406836563406
3,train,0.5107923584795355,0.7053258049748207
4,train,0.418502589327569,0.7411872424843583
5,train,0.4151323409857649,0.7576682435525713
6,train,0.3680170333951225,0.8071112467572105
7,train,0.3019027953227567,0.8612849076758736
8,train,0.2939185989725304,0.870135815656951
9,train,0.28630482027153376,0.8782237143293148
10,train,0.2672988886589788,0.8817335571493973
11,train,0.27070663473941925,0.8831069739050816
12,train,0.2480215812680395,0.8953151228444987
13,train,0.2493689746305849,0.8947047153975278
14,train,0.2533752577333583,0.8942469098122997
15,train,0.24141780062020507,0.8960781321532123
16,train,0.24639137417837514,0.8971463451854113
17,train,0.23896702948497775,0.8939417060888143
18,train,0.230090936426714,0.9012665954524646
19,train,0.2330414667059297,0.9040134289638334
20,train,0.2304608528120689,0.9026400122081489
