run_dir,experiment_name,encoding_type,model_type,trainer,grid_size,sigma_delta_step,sigma_delta_edge_only,tf_events_threshold,seed,training_device,train_time_seconds,total_time_seconds,num_classes,val_loss,val_acc,test_loss,test_acc,run_name,run_datetime,run_date,run_time,per_snr_30,snr_list,snr_min,snr_max,num_snrs,per_snr_10,per_snr_0,per_snr_-4,per_snr_12,per_snr_8,per_snr_4,per_snr_2,per_snr_6,per_snr_-20,per_snr_-10,per_snr_20,per_snr_14,per_snr_16,per_snr_22,per_snr_-8,per_snr_-18,per_snr_-16,per_snr_-2,per_snr_26,per_snr_18,per_snr_24,per_snr_-14,per_snr_28,per_snr_-6,per_snr_-12
results/project_runs_2_2_conv2d_iqgrid_bptt_lr_sched_20260105_193724,project_runs_2_2_conv2d_iqgrid_bptt_lr_sched,iq_grid,conv2d_snn,bptt,16,,,,0,mps,8368.803730667103,8375.821029125014,6,0.6326840834060625,0.7224257224257224,0.6320266535777588,0.7137047580317202,project_runs_2_2_conv2d_iqgrid_bptt_lr_sched_20260105_193724,2026-01-05 19:37:24,2026-01-05,19:37:24,0.8201058201058201,"0,10,20,30",0,30,4,0.7579908675799086,0.48688524590163934,,,,,,,,,0.792,,,,,,,,,,,,,,
results/project_runs_2_1_conv2d_iqgrid_bptt_20260105_142430,project_runs_2_1_conv2d_iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,0,mps,4222.386743791867,4225.935118958121,6,0.5841432242906055,0.7288273615635179,0.628628286210502,0.7105691056910569,project_runs_2_1_conv2d_iqgrid_bptt_20260105_142430,2026-01-05 14:24:30,2026-01-05,14:24:30,0.7973421926910299,"0,10,20,30",0,30,4,0.7653429602888087,0.46546546546546547,,,,,,,,,0.8369905956112853,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260106_134422,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,1187.2707712920383,1188.4542940829415,2,0.5799988830293594,0.7188264058679706,0.5820455925308005,0.708029197080292,project_runs_1_conv2d_.iqgrid_bptt_20260106_134422,2026-01-06 13:44:22,2026-01-06,13:44:22,0.7685185185185185,"0,10,20,30",0,30,4,0.7575757575757576,0.5841584158415841,,,,,,,,,0.7184466019417476,,,,,,,,,,,,,,
results/radioml2018_small_hrm_bptt_1_20251207_144344,radioml2018_small_hrm_bptt_1,iq_grid,hrm_rf,bptt,16,,,,42,mps,1393.595663541928,1394.4503534999676,6,0.7466509678076455,0.6335504885993485,0.6528344951024869,0.6861788617886179,radioml2018_small_hrm_bptt_1_20251207_144344,2025-12-07 14:43:44,2025-12-07,14:43:44,0.6861788617886179,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_small_hrm_bptt_1_20251205_091728,radioml2018_small_hrm_bptt_1,iq_grid,hrm_rf,bptt,16,,,,42,,,,4,0.5793083667900859,0.6992665036674817,0.5434172365932279,0.6861313868613139,radioml2018_small_hrm_bptt_1_20251205_091728,2025-12-05 09:17:28,2025-12-05,09:17:28,0.6861313868613139,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_small_hrm_bptt_1_20251205_103514,radioml2018_small_hrm_bptt_1,iq_grid,hrm_rf,bptt,16,,,,42,,,,6,0.7231986685762188,0.6302931596091205,0.6168809647482585,0.6829268292682927,radioml2018_small_hrm_bptt_1_20251205_103514,2025-12-05 10:35:14,2025-12-05,10:35:14,0.6829268292682927,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
results/project_runs_2_conv2d_.iqgrid_bptt_20260105_114447,project_runs_2_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,3556.1719122920185,3558.7670912919566,6,0.64404997569342,0.6978827361563518,0.6629244974958218,0.6813008130081301,project_runs_2_conv2d_.iqgrid_bptt_20260105_114447,2026-01-05 11:44:47,2026-01-05,11:44:47,0.7203947368421053,"0,10,20,30",0,30,4,0.770764119601329,0.5032679738562091,,,,,,,,,0.7304075235109718,,,,,,,,,,,,,,
results/radioml2018_iqgrid_hrm_dcll_small_1_20251204_160459,radioml2018_iqgrid_hrm_dcll_small_1,iq_grid,hrm_rf,bptt,16,,,,42,,,,2,0.40624984923531027,0.7843137254901961,0.618994971880546,0.6730769230769231,radioml2018_iqgrid_hrm_dcll_small_1_20251204_160459,2025-12-04 16:04:59,2025-12-04,16:04:59,,"0,10",0,10,2,0.9375,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_small_hrm_bptt_1_20251207_143236,radioml2018_small_hrm_bptt_1,iq_grid,hrm_rf,bptt,16,,,,42,mps,407.9795006252825,409.17187304096296,6,0.7654770919476735,0.5879478827361564,0.6703921810398257,0.6552845528455284,radioml2018_small_hrm_bptt_1_20251207_143236,2025-12-07 14:32:36,2025-12-07,14:32:36,0.6552845528455284,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260105_221731,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,148.66418283316307,149.8690615000669,2,0.5992894531170722,0.6894865525672371,0.626546290379081,0.6520681265206812,project_runs_1_conv2d_.iqgrid_bptt_20260105_221731,2026-01-05 22:17:31,2026-01-05,22:17:31,0.7222222222222222,"0,10,20,30",0,30,4,0.6868686868686869,0.5544554455445545,,,,,,,,,0.6407766990291263,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251202_131613,radioml2018_iqgrid_conv2d_dcll_small,sigma_delta,conv2d_snn,dcll,16,,,,42,,,,2,6.025358200073242,0.5,2.3140628337860107,0.6428571428571429,radioml2018_iqgrid_conv2d_dcll_small_20251202_131613,2025-12-02 13:16:13,2025-12-02,13:16:13,,"0,10",0,10,2,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251202_131817,radioml2018_iqgrid_conv2d_dcll_small,tf_events,conv2d_snn,dcll,16,,,,42,,,,2,0.714576244354248,0.5833333333333334,0.672667920589447,0.6428571428571429,radioml2018_iqgrid_conv2d_dcll_small_20251202_131817,2025-12-02 13:18:17,2025-12-02,13:18:17,,"0,10",0,10,2,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251202_112828,radioml2018_iqgrid_conv2d_dcll_small,iq_grid,conv2d_snn,dcll,16,,,,42,,,,2,1.0052322149276733,0.5833333333333334,4.161538600921631,0.6428571428571429,radioml2018_iqgrid_conv2d_dcll_small_20251202_112828,2025-12-02 11:28:28,2025-12-02,11:28:28,,"0,10",0,10,2,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251202_124939,radioml2018_iqgrid_conv2d_dcll_small,iq_grid,conv2d_snn,dcll,16,,,,42,,,,2,13.457398414611816,0.5,0.7732483744621277,0.6428571428571429,radioml2018_iqgrid_conv2d_dcll_small_20251202_124939,2025-12-02 12:49:39,2025-12-02,12:49:39,,"0,10",0,10,2,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251202_132331,radioml2018_iqgrid_conv2d_dcll_small,tf_events,conv2d_snn,dcll,8,,,,42,,,,2,0.6390215223655105,0.630859375,0.6439034971408546,0.6376953125,radioml2018_iqgrid_conv2d_dcll_small_20251202_132331,2025-12-02 13:23:31,2025-12-02,13:23:31,,"-4,0,4,8,12",-4,12,5,,0.6134020618556701,0.5797872340425532,0.6555023923444976,0.711340206185567,0.6276150627615062,,,,,,,,,,,,,,,,,,,
results/radioml2018_small_hrm_bptt_1_20251205_095225,radioml2018_small_hrm_bptt_1,iq_grid,hrm_rf,bptt,16,,,,42,,,,4,0.6599961647486046,0.6772616136919315,0.6574523547560049,0.6301703163017032,radioml2018_small_hrm_bptt_1_20251205_095225,2025-12-05 09:52:25,2025-12-05,09:52:25,0.6301703163017032,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260105_222831,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,148.18840891681612,149.37556820805185,2,0.6347393926897958,0.6454767726161369,0.6466371544666244,0.6180048661800487,project_runs_1_conv2d_.iqgrid_bptt_20260105_222831,2026-01-05 22:28:31,2026-01-05,22:28:31,0.7222222222222222,"0,10,20,30",0,30,4,0.494949494949495,0.5643564356435643,,,,,,,,,0.6796116504854369,,,,,,,,,,,,,,
results/radioml2018_iqgrid_hrm_dcll_small_20251204_143156,radioml2018_iqgrid_hrm_dcll_small,iq_grid,hrm_rf,bptt,16,,,,42,,,,2,0.6709756652514139,0.5882352941176471,0.6588201401303115,0.5728155339805825,radioml2018_iqgrid_hrm_dcll_small_20251204_143156,2025-12-04 14:31:56,2025-12-04,14:31:56,,"0,10",0,10,2,0.5892857142857143,0.5531914893617021,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251202_134227,radioml2018_iqgrid_conv2d_dcll_small,tf_events,conv2d_snn,dcll,8,,,,42,,,,4,0.7899574041366577,0.5703125,0.8009329161141068,0.572265625,radioml2018_iqgrid_conv2d_dcll_small_20251202_134227,2025-12-02 13:42:27,2025-12-02,13:42:27,,"-4,0,4,8,12",-4,12,5,,0.5432977461447213,0.44945188794153473,0.6343825665859564,0.6186961869618696,0.617906683480454,,,,,,,,,,,,,,,,,,,
results/radioml2018_small_hrm_bptt_1_20251207_142039,radioml2018_small_hrm_bptt_1,iq_grid,hrm_rf,bptt,16,,,,42,mps,136.12575158290565,136.97069808281958,6,0.8007977932982802,0.5456026058631922,0.7685296887304724,0.5707317073170731,radioml2018_small_hrm_bptt_1_20251207_142039,2025-12-07 14:20:39,2025-12-07,14:20:39,0.5707317073170731,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_3_20251204_133303,radioml2018_iqgrid_conv2d_dcll_small_3,iq_grid,conv2d_snn,dcll,16,,,,42,,,,2,0.24313649885794697,0.9166666666666666,0.8494966180579177,0.5679611650485437,radioml2018_iqgrid_conv2d_dcll_small_3_20251204_133303,2025-12-04 13:33:03,2025-12-04,13:33:03,,"0,10",0,10,2,0.6216216216216216,0.5052631578947369,,,,,,,,,,,,,,,,,,,,,,,
results/project_runs_1__2conv2d_sigma_bptt_20260107_090818 copy,project_runs_1__2conv2d_sigma_bptt,sigma_delta,conv2d_snn,bptt,16,,,,42,mps,4398.051097290823,4420.266697000014,6,1.0528259049662416,0.5729788388497016,1.0582207495633538,0.5672451193058569,project_runs_1__2conv2d_sigma_bptt_20260107_090818 copy,2026-01-07 10:40:35.135748,2026-01-07,10:40:35,0.8836363636363637,"-20,-10,0,10,20,30",-20,30,6,0.8539682539682539,0.4854368932038835,,,,,,,0.1737704918032787,0.19047619047619047,0.8782894736842105,,,,,,,,,,,,,,
results/project_runs_1__2conv2d_sigma_bptt_20260107_090818,project_runs_1__2conv2d_sigma_bptt,sigma_delta,conv2d_snn,bptt,16,,,,42,mps,4398.051097290823,4420.266697000014,6,1.0528259049662416,0.5729788388497016,1.0582207495633538,0.5672451193058569,project_runs_1__2conv2d_sigma_bptt_20260107_090818,2026-01-07 09:08:18,2026-01-07,09:08:18,0.8836363636363637,"-20,-10,0,10,20,30",-20,30,6,0.8539682539682539,0.4854368932038835,,,,,,,0.1737704918032787,0.19047619047619047,0.8782894736842105,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260106_141015,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,148.20596495899372,149.30393725004978,2,0.6683927550001074,0.5941320293398533,0.6747205116743009,0.5669099756690997,project_runs_1_conv2d_.iqgrid_bptt_20260106_141015,2026-01-06 14:10:15,2026-01-06,14:10:15,0.6481481481481481,"0,10,20,30",0,30,4,0.5656565656565656,0.44554455445544555,,,,,,,,,0.6019417475728155,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260106_204112,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,4888.456548665883,4893.927526374813,6,1.068741743032918,0.5659251220835594,1.0791154890412105,0.559652928416486,project_runs_1_conv2d_.iqgrid_bptt_20260106_204112,2026-01-06 20:41:12,2026-01-06,20:41:12,0.8581818181818182,"-20,-10,0,10,20,30",-20,30,6,0.8666666666666667,0.47896440129449835,,,,,,,0.18360655737704917,0.15476190476190477,0.8782894736842105,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260106_143931,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,168.29836395801976,169.6770511660725,2,0.709337789446917,0.6039119804400978,0.7411318915893852,0.5523114355231143,project_runs_1_conv2d_.iqgrid_bptt_20260106_143931,2026-01-06 14:39:31,2026-01-06,14:39:31,0.5740740740740741,"0,10,20,30",0,30,4,0.5252525252525253,0.5247524752475248,,,,,,,,,0.5825242718446602,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260106_164700,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,149.43361558392644,150.62735974998213,2,0.6702478101026167,0.6259168704156479,0.7249675574383887,0.5523114355231143,project_runs_1_conv2d_.iqgrid_bptt_20260106_164700,2026-01-06 16:47:00,2026-01-06,16:47:00,0.6203703703703703,"0,10,20,30",0,30,4,0.5050505050505051,0.44554455445544555,,,,,,,,,0.6310679611650486,,,,,,,,,,,,,,
results/project_runs_1_conv2d_iqgrid_dcll_20260107_134110,project_runs_1_conv2d_iqgrid_dcll,iq_grid,conv2d_snn,dcll,16,,,,42,mps,3826.6936116248835,3849.8482212920208,6,1.1308424603466876,0.5604991861096039,1.147787561644184,0.5504338394793926,project_runs_1_conv2d_iqgrid_dcll_20260107_134110,2026-01-07 13:41:10,2026-01-07,13:41:10,0.8727272727272727,"-20,-10,0,10,20,30",-20,30,6,0.8444444444444444,0.3818770226537217,,,,,,,0.20655737704918034,0.19642857142857142,0.8618421052631579,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251202_132517,radioml2018_iqgrid_conv2d_dcll_small,tf_events,conv2d_snn,dcll,8,,,,42,,,,4,0.825529785361141,0.5634765625,0.8326762202195823,0.55029296875,radioml2018_iqgrid_conv2d_dcll_small_20251202_132517,2025-12-02 13:25:17,2025-12-02,13:25:17,,"-4,0,4,8,12",-4,12,5,,0.5404761904761904,0.4293193717277487,0.5888324873096447,0.5813953488372093,0.6018957345971564,,,,,,,,,,,,,,,,,,,
results/project_runs_0_conv2d_iqgrid_bptt_20260106_221037,project_runs_0_conv2d_iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,174.21574187488295,179.2954889999237,2,0.7048997202828927,0.5574572127139364,0.7008967527217819,0.5498783454987834,project_runs_0_conv2d_iqgrid_bptt_20260106_221037,2026-01-06 22:10:37,2026-01-06,22:10:37,0.5648148148148148,"0,10,20,30",0,30,4,0.5858585858585859,0.504950495049505,,,,,,,,,0.5436893203883495,,,,,,,,,,,,,,
results/project_runs_1_conv2d_ann_iqgrid_bptt_20260107_192337,project_runs_1_conv2d_ann_iqgrid_bptt,iq_grid,conv2d_ann,bptt,16,,,,42,mps,6619.004024833906,6640.886822915869,6,1.0635208817066477,0.5691806836679327,1.0916018454992331,0.5455531453362256,project_runs_1_conv2d_ann_iqgrid_bptt_20260107_192337,2026-01-07 19:23:37,2026-01-07,19:23:37,0.8690909090909091,"-20,-10,0,10,20,30",-20,30,6,0.8507936507936508,0.44660194174757284,,,,,,,0.15081967213114755,0.17559523809523808,0.8421052631578947,,,,,,,,,,,,,,
results/project_runs_1_conv2d_iqgrid_local_20260107_194446,project_runs_1_conv2d_iqgrid_local,iq_grid,conv2d_snn,local_rule,16,,,,42,mps,5776.8909634999,5793.862601249944,6,1.2687585140400068,0.5485621269669018,1.2973904806207421,0.5433839479392625,project_runs_1_conv2d_iqgrid_local_20260107_194446,2026-01-07 19:44:46,2026-01-07,19:44:46,0.8618181818181818,"-20,-10,0,10,20,30",-20,30,6,0.8507936507936508,0.2912621359223301,,,,,,,0.21311475409836064,0.22023809523809523,0.881578947368421,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251204_125056,radioml2018_iqgrid_conv2d_dcll_small,sigma_delta,conv2d_snn,bptt,16,,,,42,,,,2,4.909517198801041,0.578125,0.8785033077001572,0.53125,radioml2018_iqgrid_conv2d_dcll_small_20251204_125056,2025-12-04 12:50:56,2025-12-04,12:50:56,,"-4,0,4,8,12",-4,12,5,,0.45454545454545453,0.3888888888888889,0.6666666666666666,0.6923076923076923,0.42857142857142855,,,,,,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260105_102420,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,880.7608789580408,881.7766484161839,2,0.6024530945313881,0.7188264058679706,1.1615250003308855,0.5279805352798054,project_runs_1_conv2d_.iqgrid_bptt_20260105_102420,2026-01-05 10:24:20,2026-01-05,10:24:20,0.5833333333333334,"0,10,20,30",0,30,4,0.47474747474747475,0.5247524752475248,,,,,,,,,0.5242718446601942,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260107_075914,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,3579.1491717081517,3613.6925528331194,6,1.110292853833021,0.5463917525773195,1.140945827624803,0.5254880694143167,project_runs_1_conv2d_.iqgrid_bptt_20260107_075914,2026-01-07 07:59:14,2026-01-07,07:59:14,0.8145454545454546,"-20,-10,0,10,20,30",-20,30,6,0.8126984126984127,0.313915857605178,,,,,,,0.1901639344262295,0.2261904761904762,0.8486842105263158,,,,,,,,,,,,,,
results/radioml2018_small_hrm_bptt_1_20251207_141517,radioml2018_small_hrm_bptt_1,iq_grid,hrm_rf,bptt,16,,,,42,cpu,256.0643611671403,261.1383234169334,6,0.8085448516696594,0.506514657980456,0.768977161248525,0.5252032520325203,radioml2018_small_hrm_bptt_1_20251207_141517,2025-12-07 14:15:17,2025-12-07,14:15:17,0.5252032520325203,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260105_101710,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,157.1633984169457,158.11191879212856,2,1.0194803524425384,0.5574572127139364,1.4655490298630838,0.5182481751824818,project_runs_1_conv2d_.iqgrid_bptt_20260105_101710,2026-01-05 10:17:10,2026-01-05,10:17:10,0.5092592592592593,"0,10,20,30",0,30,4,0.5353535353535354,0.4752475247524752,,,,,,,,,0.5533980582524272,,,,,,,,,,,,,,
results/radioml2018_iqgrid_hrm_dcll_small_20251204_143338,radioml2018_iqgrid_hrm_dcll_small,iq_grid,hrm_rf,bptt,16,,,,42,,,,2,0.6872267898391274,0.5294117647058824,0.6951512196688976,0.5145631067961165,radioml2018_iqgrid_hrm_dcll_small_20251204_143338,2025-12-04 14:33:38,2025-12-04,14:33:38,,"0,10",0,10,2,0.4642857142857143,0.574468085106383,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_small_hrm_bptt_1_20251205_091530,radioml2018_small_hrm_bptt_1,iq_grid,hrm_rf,bptt,16,,,,42,,,,4,0.7404674221487606,0.6078431372549019,0.7741716295770071,0.5145631067961165,radioml2018_small_hrm_bptt_1_20251205_091530,2025-12-05 09:15:30,2025-12-05,09:15:30,0.5145631067961165,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_hrm_dcll_small_20251204_143123,radioml2018_iqgrid_hrm_dcll_small,iq_grid,hrm_rf,bptt,16,,,,42,,,,2,0.6853072643280029,0.8333333333333334,0.6853183507919312,0.5,radioml2018_iqgrid_hrm_dcll_small_20251204_143123,2025-12-04 14:31:23,2025-12-04,14:31:23,,"0,10",0,10,2,0.75,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_20251204_124726,radioml2018_iqgrid_conv2d_dcll_small,sigma_delta,conv2d_snn,bptt,16,,,,42,,,,2,12.642183303833008,0.625,6.150606632232666,0.5,radioml2018_iqgrid_conv2d_dcll_small_20251204_124726,2025-12-04 12:47:26,2025-12-04,12:47:26,,"-4,0,4,8,12",-4,12,5,,1.0,0.5,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,
results/radioml2018_iqgrid_conv2d_dcll_small_3_20251204_133122,radioml2018_iqgrid_conv2d_dcll_small_3,iq_grid,conv2d_snn,dcll,16,,,,42,,,,2,1.0273380279541016,0.5,1.078808069229126,0.5,radioml2018_iqgrid_conv2d_dcll_small_3_20251204_133122,2025-12-04 13:31:22,2025-12-04,13:31:22,,"0,10",0,10,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,
results/project_runs_1_conv2d_.iqgrid_bptt_20260105_110801,project_runs_1_conv2d_.iqgrid_bptt,iq_grid,conv2d_snn,bptt,16,,,,42,mps,59.5817079578992,60.48931808397174,2,0.7982066384446067,0.5819070904645477,0.8580516196805485,0.48661800486618007,project_runs_1_conv2d_.iqgrid_bptt_20260105_110801,2026-01-05 11:08:01,2026-01-05,11:08:01,0.5740740740740741,"0,10,20,30",0,30,4,0.37373737373737376,0.504950495049505,,,,,,,,,0.4854368932038835,,,,,,,,,,,,,,
