epoch,split,loss,acc
1,train,2.5713855885520664,0.3073401495498245
1,val,1.582415002024072,0.32722832722832723
2,train,1.4603330046643415,0.40546314665038913
2,val,1.2646368862799526,0.4053724053724054
3,train,1.146794163123826,0.48130627193651765
3,val,1.0276219061733893,0.5225885225885226
4,train,1.1118024276191727,0.539142377537006
4,val,1.1244270781166532,0.4456654456654457
5,train,1.0088921684209544,0.5586754158400733
5,val,1.0648777627537394,0.5384615384615384
6,train,0.8115412506023182,0.6487105142682741
6,val,0.9209189036535839,0.6056166056166056
7,train,0.7333279988264721,0.6851823592247825
7,val,0.6504458286532261,0.702075702075702
8,train,0.6621850021518898,0.7106668701358156
8,val,0.6541357308225899,0.7289377289377289
9,train,0.6524268234483744,0.7103616664123302
9,val,0.6133521642440405,0.7509157509157509
10,train,0.6276022669979039,0.7221120097665191
10,val,0.5652343088599497,0.7619047619047619
11,train,0.5963440646329181,0.7375247978025332
11,val,0.5491024338718735,0.7667887667887668
12,train,0.5743819543619693,0.7448496871661834
12,val,0.5788574870835003,0.7533577533577533
13,train,0.5557031805744866,0.7570578361056005
13,val,0.6932265499427059,0.6923076923076923
14,train,0.5652061730018376,0.7550740119029452
14,val,0.6086058657393496,0.7289377289377289
15,train,0.5448436541865114,0.7613306882343964
15,val,0.63681150909163,0.7045177045177046
